ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,Text
2560,80000,2,1,2,28,0,0,0,0,2,2,9782,11620,14415,16177,16582,16178,2001,3000,2000,800,0,600,0,"Iraq new parliament to meet, paving way for government"
2561,310000,2,1,2,32,-2,-2,-2,-2,-2,-2,20138,8267,65993,8543,1695,750,8267,66008,8543,1695,750,7350,1,DasCoin Price Tops $0.0523 on Top Exchanges (DASC)
2562,210000,1,1,2,29,0,0,0,0,2,0,140619,144410,148555,156733,153230,155159,7000,9000,11550,0,5389,5338,0,QL Resources 1Q net profit flat due to slow El Nino recovery
2563,140000,1,1,1,40,2,0,0,2,2,2,136785,137175,140773,133147,140350,136475,5051,12602,0,12000,0,5000,1,"Potassium Feldspars Market Potential Growth, Share, Demand and Analysis of Key Players- Research Forecasts by 2022"
2564,20000,2,2,1,32,0,0,0,0,0,0,15498,16409,17291,17588,18034,18658,1600,1600,1000,1000,1500,700,0,Del Frisco's Restaurant Group Inc (DFRG) Shares Sold by LSV Asset Management
2565,10000,2,1,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,"One dead, 9 missing after boat capsizes in Ganga in Uttar Pradesh's Bijnor; rivers"
2566,250000,2,1,2,30,0,-1,2,0,0,-1,5607,9416,3421,11521,20424,7467,10000,0,10000,10000,17771,322,0,Pearson back on track after injury
2567,280000,1,1,2,31,1,-1,-1,0,0,-2,0,3495,2783,2001,-339,-1180,3495,2783,0,0,0,0,0,Arthur (TV series)
2568,210000,1,2,1,48,-1,-1,-1,0,-1,-1,8666,8666,17307,8666,8666,17303,8666,17307,173,8666,17303,173,0,parting out late 70s chevy 1 ton
2569,10000,1,2,2,54,0,0,2,2,0,0,5186,8225,8244,7963,8134,9995,3300,300,0,299,2000,0,0,Sen. John McCain's casket arrives at Arizona Capitol
2570,60000,2,3,1,59,0,0,0,0,-1,0,59174,60922,61800,0,51301,52327,3298,3000,0,51301,2029,2083,0,Competitive balance hangs in the balance
2571,180000,2,1,2,38,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,0,0,0,"Comcast, Fox reach agreement to keep Big Ten Net on cable"
2572,10000,2,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1st doping case of Asian Games is Turkmenistan wrestler
2573,200000,2,1,1,41,-2,-1,2,0,-1,-1,0,5932,5674,1484,4680,0,5932,0,0,4680,0,0,0,Yankees insist they're not platooning Greg Bird
2574,120000,2,1,2,29,-1,-1,-1,-2,-1,-1,1171,644,-155,-155,745,542,1000,0,0,2530,542,922,0,"New stadium, new clocks make for a new-look US Open"
2575,160000,2,2,1,28,0,0,0,0,0,0,54232,55456,56625,57757,59424,60631,2100,2100,2500,3000,2200,2200,0,"Asian Games 2018: Jinson Johnson, Women's Relay Clinch Gold; Men's Hockey Flops"
2576,180000,1,1,1,48,0,0,0,0,0,0,167140,160707,162477,166861,171083,169365,8000,6000,7000,7000,7000,7000,0,Vlad Jr. stands above the rest for Buffalo
2577,60000,2,3,1,42,0,0,0,0,0,0,58186,58364,59108,38827,39670,37503,2382,2373,1324,1402,1460,1045,0,EPUB Art Forms in Nature (Dover Pictorial Archive) unlimited books - Ernst Haeckel
2578,80000,1,2,1,27,0,0,0,0,0,0,73000,71338,47202,38133,39096,40510,5000,2000,1500,1500,2000,2000,0,New Hampshire campers make and bake bread at unique camp
2579,200000,1,1,2,27,-1,0,-1,-1,-1,-1,9747,17230,198,875,1977,2052,10051,198,877,1982,2058,2939,0,Pope laments abuse in 1st post-bombshell Vatican appearance
2580,20000,2,3,2,22,1,2,0,0,2,2,18590,17838,18680,19788,22265,21629,0,1307,1580,3100,0,1000,1,"Carillon Tower Advisers Inc. Buys Shares of 463,900 Pure Storage Inc (PSTG)"
2581,360000,2,2,2,31,0,0,-2,-2,-2,-2,17582,0,0,0,0,0,0,0,0,0,0,0,0,Legg Mason Inc (LM) Position Boosted by Cadence Capital Management LLC
2582,140000,2,1,2,43,1,2,0,0,0,0,147560,142435,142096,136836,139417,141889,3,5000,5000,5100,10200,5000,0,"UCLA In the News August 27, 2018"
2583,110000,2,3,1,46,0,0,2,2,0,0,94025,101460,102724,100188,102110,107014,8942,3800,0,3685,6580,4703,1,James Wan Explains How His Horror Background Influenced Aquaman
2584,360000,2,1,1,33,1,-2,-2,-1,0,0,-200,-200,0,13467,17800,0,0,200,13467,5300,0,0,0,Pensioner attends 76 seasons of rugby at Eden Park (JS) -
2585,30000,2,1,2,22,-1,-1,-1,0,0,-2,3963,6222,2936,588,0,0,6222,2936,0,0,0,0,0,News briefs
2586,100000,1,2,2,25,0,0,0,0,-2,-2,76222,79564,49000,-1000,0,0,4700,1500,0,31000,0,0,0,"Global Cosmetic Packaging Market 2018 Scope By Players - Amcor, Gerresheimer, RPC Group, HCP Packaging, Albea Group, Silgan Holding, DS Smith"
2587,60000,1,3,2,34,0,0,0,0,0,0,35187,36236,37220,37963,38875,39184,1616,1600,1336,1500,1448,1157,1,Rocks reflections: The buzz is coming back to Bognor
2588,130000,2,1,2,32,1,-2,-1,-1,-2,-1,0,0,3726,0,0,1300,0,3726,0,0,1300,5400,0,KRL to replace UBL on PCB's BoG
2589,240000,2,2,2,34,-1,-1,-1,-1,-1,0,5516,4950,5232,6464,3820,11870,4950,5232,6464,3820,10000,2000,0,"Saginaw McDonald's adds ordering kiosks, table service"
2590,210000,2,2,1,35,2,2,2,0,0,2,61189,62721,61115,62334,66196,64979,3100,0,2235,4870,0,2563,1,Centre has denied me permission to speak at edu event in Moscow: Sisodia
2591,360000,1,1,2,25,-1,-1,-1,0,0,-1,586,14074,5672,5084,3317,1646,14076,5672,0,0,1646,3875,0,No kidding! Goats prefer to interact with humans who look happy
2592,30000,2,2,2,22,1,2,2,0,0,-2,22167,22474,18180,15900,0,0,1000,150,0,0,0,0,0,Inciting hatred against Rohingya on social media
2593,480000,1,1,1,49,1,-1,-1,-1,-1,0,-220,38929,339176,33146,37337,33777,39149,344261,33312,37511,31383,10633,0,"Bradford unable to kickstart Cards offense without Fitzgerald, Johnson"
2594,90000,2,6,2,49,-1,-1,-2,-2,-2,-2,1722,0,0,0,0,0,0,0,0,0,0,11135,0,Activists Want to Ban Killer Robots 'Before It's Too Late'
2595,50000,2,1,1,42,0,0,0,0,0,0,4908,7479,11902,13871,19466,8128,3000,5000,5000,7000,3000,2000,0,Use your brain to change your attitude
2596,20000,1,3,2,41,0,0,0,0,0,0,9186,9459,10102,10452,10907,10400,1200,1200,500,1000,600,0,0,Donald Trump accuses Google and Twitter of left-wing bias that &apos
2597,160000,2,2,2,27,-2,-2,-1,-1,-1,0,490,-85,5215,4115,3921,3421,3085,5300,1000,22200,2000,149763,0,【人氣商品排行榜】Britax R-mer寶得適Holiday假日傘車 經典產品網路人氣產品top10
2598,90000,2,2,2,24,0,0,0,0,0,0,14520,14747,4753,5152,4664,4833,1240,1220,1000,500,800,1680,0,'Need to have uniform legal marriage age for both genders'
2599,300000,2,5,1,34,-2,-2,-2,-2,-2,-2,9474,0,0,0,0,0,0,0,0,0,0,0,0,Village Ministry Holds Hydroponics Training for People with Disabilities
2600,500000,1,1,1,43,-1,-1,-1,-1,-1,-1,640,600,1490,1822,1740,0,600,1490,1822,1740,0,1486,0,Mourners gather for Arizona church service for McCain
2601,130000,2,3,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,Pope laments abuse in 1st post-bombshell Vatican appearance
2602,250000,1,3,1,62,0,0,0,0,0,0,38924,38468,35930,40106,38214,28494,5000,5000,5000,3000,2000,10000,0,"Global Thermal Energy Storage Market Outlook to 2022 - CALMAC, DN Tanks, EnergyNest, Ice Energy, and SENER Group are Dominating the Market - ResearchAndMarkets.com"
2603,10000,1,3,2,25,2,0,0,0,0,-2,4693,5371,6327,6055,0,0,1300,1600,400,0,0,0,1,"McCaskill, Hawley both say they support higher minimum wage"
2604,340000,1,1,2,30,0,0,-1,-1,-1,0,1933,2855,872,981,22936,8097,1000,872,981,22936,5000,5939,0,Hardik Patel On Indefinite Fast For Patidar Quota
2605,60000,1,3,2,24,-1,0,0,0,0,0,15527,16882,18190,27465,27643,27816,2000,2000,10000,991,1010,989,0,Texas National Guardsman accused of stealing meth from CBP
2606,50000,1,2,1,47,0,0,0,0,0,0,48308,48019,48647,26894,10875,15878,2200,2068,3048,418,12004,5001,0,"Detroit-style pizza, a Motor City classic, revs up Chicago dining scene"
2607,170000,1,2,2,34,-1,-1,2,0,-1,-1,7885,7190,6854,3142,5000,0,2336,0,0,5000,0,0,0,Mother finds son hanging from staircase
2608,490000,1,3,1,51,-1,-1,-1,-1,-1,-1,389,376,467,78,399,10,377,481,1,711,1,1,1,Israeli court allows entry to Hamas kin for medical care
2609,20000,2,2,1,26,0,0,0,0,2,0,17679,16720,17705,19228,18804,19316,1300,1277,1800,0,1000,1000,1,"Global Moldboard Plow Market - Growth, Future Prospects and Competitive Analysis and Forecast 2018-2023"
2610,550000,1,2,1,47,0,0,0,0,0,-2,68328,76797,55200,30000,0,0,10000,20000,5000,0,0,0,0,"I don&#8217;t have a single property outside Nigeria, if you see it, burn it down &#8211; Peter Obi"
2611,340000,2,2,2,39,0,0,0,0,0,0,66623,61474,57160,58794,61231,62516,2500,2500,2500,3300,2200,3000,0,Landcare funding slashed 80 per cent
2612,10000,1,2,2,32,0,0,0,0,0,0,9576,9028,9644,9790,9990,0,1384,1000,196,200,0,0,0,Sasha Banks Gives Her Thoughts On Ronda Rousey In WWE
2613,230000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,13499,9078,11009,6172,0,13499,9117,11009,6172,869,0,Shane Simpson: Who is Emily&#8217
2614,30000,1,2,1,39,1,2,0,0,0,0,29388,27850,28525,29091,28923,29553,0,1452,1018,1038,1100,964,0,Shameless Is Sending in Courteney Cox to Challenge Lip's Sobriety
2615,200000,2,2,2,42,-1,-1,0,0,-2,-1,73032,12928,88930,30000,67861,18929,12928,79365,30000,37861,18929,15004,0,WWNO to Join New Local News Partnership
2616,450000,2,1,1,37,0,0,-1,-1,-1,-1,13371,13480,5747,3339,9458,7231,4000,5747,3339,18916,7231,4972,0,Renzo Piano gives city 'idea' of bridge
2617,380000,1,3,1,44,0,0,0,0,0,0,329877,309781,295550,277650,264217,238368,12055,9837,9154,9042,8515,7745,1,2018 will all come down to the Chargers' special teams... again
2618,50000,2,2,1,31,2,0,0,0,0,0,29767,30206,27905,17174,17533,17240,1615,1670,605,626,654,567,1,12-week deadline to address civic issues: PMC
2619,80000,2,1,2,27,0,0,0,0,0,0,23107,24674,25351,25981,26464,23714,5034,10000,1000,1000,1000,1000,0,Neighbourhood retail asset sales head to $90m mark
2620,150000,2,2,1,42,1,-2,-2,-1,-1,-1,0,0,0,11068,0,189,0,0,11068,0,189,3307,1,$3 Billion Retinal Surgery Devices Market - Global Forecast to 2025 - ResearchAndMarkets.com
2621,50000,2,2,2,44,0,0,0,0,-1,-1,49006,49139,47608,3990,390,0,2000,1000,3600,390,0,4870,0,"Global Smart Electricity Meter Market Business Growth Factors, Global Market Size, Industry Policies, Share, Challenges, Demand, Key players- include Itron Inc, Landis+Gyr Ltd, GE Energy Company, Elster Group"
2622,210000,2,1,2,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2 sentenced for garage attack during Charlottesville rally
2623,100000,2,2,2,24,0,0,0,0,0,2,59712,61743,63714,65056,73062,71738,3000,3000,2400,9100,0,4000,0,Kenya:New Wave of Crime As Thieves Use Sedatives Before Break-Ins
2624,100000,1,2,2,38,0,0,0,0,0,-1,25994,27173,44285,45433,3952,3723,1994,19462,3000,302,3723,15462,0,Neuro (NRO) Price Tops $0.0008 on Exchanges
2625,500000,1,1,1,45,0,0,0,0,0,0,3136,2345,8471,7234,5828,1906,2002,7505,145,33,1150,300,0,WBD men jailed for four years over ganja
2626,30000,2,3,1,58,0,0,0,0,0,0,9819,10873,9646,9995,10371,5139,1230,1100,419,600,500,500,0,"Taking Nigeria out of poverty daunting task, yet to be pursued -Asiodu - Vanguard News"
2627,50000,1,2,2,46,0,-1,0,0,0,0,53541,29308,20274,19945,20472,21000,31483,1408,3000,1000,869,5000,0,"The Daily 202: 'Dick Russell was a racist. But he was much more than that,' says niece"
2628,50000,2,2,2,23,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Aaron, Mahmud Asrar, and Esad Ribic Lead New Conan the Barbarian Series"
2629,420000,2,2,1,36,-1,-1,-1,-1,-1,-1,3663,4338,3400,2535,3216,4652,4338,3400,2535,3216,2652,2500,0,"News Stand: Salmond slams leak, 'scathing' schools report"
2630,30000,2,2,1,32,2,2,0,0,0,-1,28156,27422,28335,20946,15525,7422,0,1542,1024,1000,7422,281,1,State papers: Clinton's peace envoy plan 'concerned' British
2631,240000,1,1,2,32,0,0,0,0,0,0,240790,224497,213580,191771,166239,146584,6892,7866,5602,6118,6023,27064,0,Here are the top US vacation spots to visit with your dog
2632,80000,2,3,1,55,0,0,0,0,0,0,69116,64325,59653,55159,56277,57347,2500,2000,2000,2000,2000,2000,0,This 23-year-old ditched her 6-figure job to create power suits for young women -- with the help of AI
2633,330000,1,1,2,45,0,0,0,0,0,0,265362,246735,248541,231534,230309,235992,7500,8001,7000,7000,8000,8000,1,Sweet fans get very excited about the launch of a new GUMMY version
2634,50000,1,2,1,30,1,2,2,0,0,0,49371,50092,49029,25313,26006,27217,1800,240,1000,1100,1800,1500,1,Birds of a feather flocking together - and DOC wants people to stay away
2635,200000,2,1,1,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,665,1,Auburn-Washington matchup highlights 1st week
2636,210000,2,1,1,34,1,-2,-1,-1,2,-1,-300,-716,416,1132,566,416,0,1548,1132,0,416,416,0,Search after &#8216
2637,130000,1,2,2,31,1,2,2,2,0,0,70722,69040,70912,63626,59200,38263,0,4130,43,2000,1368,1418,0,"Police: Man Shoots at 2 Officers, Officers Returned Fire"
2638,390000,1,1,2,28,-1,0,0,0,0,0,10439,25143,35165,44543,45631,45793,15007,10529,10000,1773,2000,1592,0,Aretha Franklin&apos
2639,100000,1,3,1,40,0,0,-1,-1,-2,-2,12878,7702,2377,0,0,0,2000,2377,40000,0,0,0,0,Rough sleeper 'tsunami' has hit Dublin claims Inner City Helping Homeless chief
2640,140000,2,1,1,33,0,0,0,0,0,0,85314,87042,90165,91318,94847,35773,4000,5000,2000,4000,5000,6000,0,Most Republicans think Michael Cohen's guilty plea doesn't have much to do with Trump
2641,80000,2,3,1,35,2,2,2,2,2,0,70002,71389,73788,74463,72834,74190,3100,4204,2790,0,3043,2625,1,Canadians stuck in Hawaii say they hope to enjoy the rest of their trip
2642,50000,2,3,1,42,1,3,4,3,2,0,44498,46740,45718,44696,43848,44718,3240,0,0,0,1600,1845,1,"As boy was dying, hit-and-run driver left the scene like 'nothing happened,' witness says"
2643,50000,1,2,2,25,0,0,0,0,0,3,21316,23038,24720,26370,29332,28574,2375,2375,2375,3547,0,0,0,Jet Airways Plans To Cut Non-Fuel Costs By 12-15% In 2 Years
2644,360000,1,1,1,39,1,-2,-2,-2,-1,-1,0,0,0,0,691,7020,0,0,0,691,7020,0,0,"Stevens Capital Management LP Buys 3,504 Shares of InterXion Holding NV (INXN)"
2645,170000,2,2,1,49,1,2,0,0,0,0,153322,149027,150920,145689,33588,0,0,6320,5045,1000,0,0,1,Thadam trailer: This Arun Vijay thriller has got our attention
2646,50000,1,2,2,41,0,0,0,0,0,0,48152,45974,44792,18649,16260,18745,2043,3000,14000,545,5000,308,0,"'Bachelorette' Stars Becca Kufrin And Garrett Yrigoyen Embrace Minneapolis, Will Head To California Soon"
2647,310000,2,1,2,25,2,0,0,0,0,0,266270,273719,235796,188031,170898,68369,11677,8406,6000,5074,3000,3000,1,'I've attended a lot of gay parties in Lagos with very posh kids' - Bisi Alimi (Video)
2648,210000,1,1,2,31,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,133,1,L1 : Lyon 2-0 Strasbourg (fini)
2649,140000,1,2,1,37,0,0,0,0,0,0,90186,74504,72358,48081,45543,26788,2805,2877,1360,1400,1026,1200,0,Ayer fire captain among finalists for Westminster chief
2650,150000,2,1,2,37,0,0,0,0,0,0,127111,106956,106129,106531,107062,109938,3878,3794,3783,3892,4662,3500,0,APD releases fatal shooting details
2651,170000,1,1,1,40,-1,-1,-1,-1,-1,0,2000,2210,3000,2000,5000,3000,2210,3000,2000,5000,0,4000,1,"White House lowers flags to half-staff, former colleagues pay tribute after McCain's passing"
2652,260000,2,1,2,25,-1,2,-1,0,0,0,148,75,12117,9620,8690,11744,7,12117,2,0,3054,6972,1,Bengals try for different result with same coach & cast
2653,170000,2,1,2,26,0,0,0,0,2,0,99387,102141,103972,108405,102303,99767,5250,5100,7500,0,3900,3600,0,"Motorcyclist, 19, killed in Medina County crash"
2654,310000,2,1,2,35,1,-2,-1,0,0,0,0,0,4488,4696,84522,86206,0,4488,264,80000,2950,3055,0,British-Iranian freed from jail temporarily
2655,50000,2,3,2,23,0,0,0,0,0,2,34364,34212,33886,32929,34549,33458,1861,2004,1324,3768,1,1141,0,"Foxconn, UW-Madison announce research partnership"
2656,260000,2,1,1,35,2,2,-2,-1,0,0,1013,0,0,6895,3718,0,0,0,6895,0,0,0,1,First one done: Jordan Lynch wins coaching debut as Mount Carmel overwhelms Hope
2657,100000,1,1,2,27,0,0,2,2,2,2,36014,39321,39145,39494,39896,28256,4200,900,1400,900,6440,500,1,UK weather forecast: Britain to BASK in new wave of sunshine as temperatures ROCKET - Express.co.uk
2658,40000,2,2,1,25,0,0,0,0,2,2,40633,40311,39380,41389,40628,41389,4300,2000,2938,0,3700,0,0,Katherine Garvey
2659,180000,2,1,1,46,1,2,2,2,2,2,82505,86302,84020,97554,95878,112141,6000,0,15000,0,18000,0,0,My daughter isn't girly and I'm OK with it
2660,50000,1,3,1,41,2,2,2,0,0,0,26184,29261,28444,28878,27655,24480,3500,0,1100,1100,2000,1000,0,1st Marine Division Super Squad Competition [Image 3 of 5]
2661,200000,1,1,2,29,-1,-1,-1,0,-1,-1,4810,0,726,726,495,1402,0,726,0,495,1562,1420,1,Tech: KSI and Logan Paul probably banked up to $11 million from their YouTube boxing match
2662,320000,2,2,1,53,0,0,0,0,0,0,33589,34608,38544,44486,52319,51764,3000,6000,8000,10000,1900,2000,0,2018 pdf$ the calculus story a mathematical adventure detail
2663,220000,2,1,2,45,-1,-1,-1,-1,-1,-1,4624,2874,1210,632,15243,5471,2888,1216,640,15251,5472,4045,0,Video: Joy FM partners African Fashion Fund to send lucky designer to Paris
2664,180000,1,2,1,46,0,0,0,0,0,0,60005,41223,49108,50016,45956,52926,3000,10000,3000,5000,15000,0,0,"Dad, partner plead not guilty in toddler's compound death"
2665,50000,2,2,2,36,0,0,0,0,0,2,94228,47635,42361,19574,20295,19439,2000,1500,1000,1800,0,1000,1,Hundreds queue for Aretha's open casket
2666,50000,2,2,2,22,0,0,0,0,0,-1,29637,30805,30336,13378,-1022,29857,1826,1200,268,0,31448,792,0,Sixth-graders switch schools in Herkimer
2667,150000,2,1,2,32,0,0,0,0,0,0,83275,84220,77956,77682,52300,56223,3006,3000,2000,222,11170,5000,0,Study: Diabetes drug also may reduce heart disease risk
2668,120000,2,1,1,38,-1,-1,2,-1,-1,-1,6856,17329,2047,8568,8814,17180,19600,0,14150,9000,17000,0,0,Complete Overview of Global Water and Wastewater Treatment Market 2018
2669,30000,1,2,2,34,0,0,0,0,0,0,29302,30052,29349,29476,30014,29785,1530,1416,1142,1102,1106,3450,0,"[PHOTOS] Music House demolition: Ayefele, Alaafin, others meet Ajimobi"
2670,10000,1,5,1,43,-1,0,0,0,-2,-2,17560,9829,3604,0,0,0,2537,1000,0,0,0,0,1,Sweden needs 'humble government' after election: frontrunner
2671,380000,1,1,2,34,-2,-2,-2,-2,-2,-2,34869,6305,5736,900,16915,936,6336,5766,904,16915,940,0,0,"DC's Streaming Service Will Launch on National Batman Day, Obviously"
2672,320000,2,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,"Euro News: Cavicchi Passes, Tatli Eyes World Title, Polyakov, More"
2673,30000,2,2,2,41,0,-1,-1,0,-1,2,1448,1261,630,240,690,150,1261,630,0,840,0,780,0,"Oil Pump Market Overview, Industry Top Manufactures, Market Size, Industry Growth Analysis and Forecast: 2022"
2674,470000,1,2,2,29,0,0,0,0,0,0,72830,49502,47771,52979,119678,94721,4003,4003,8003,70003,5030,6003,0,5 oppose Three Affiliated Tribes chairman in tribal primary
2675,80000,2,3,1,40,0,0,0,0,0,0,75768,78069,79196,25722,26261,26784,3500,2934,897,929,935,984,0,"Satellite-enabled IoT Market Analysis, Prediction by Region, Type, Applications and Technology"
2676,20000,1,2,1,60,-1,-1,2,0,0,0,8570,10651,9944,10142,9591,10400,2620,0,500,380,1000,0,0,Search on for asylum seekers after boat grounds in crocodile-infested region
2677,120000,1,1,1,51,0,0,2,0,0,0,125702,130461,131281,128594,117561,116732,8300,4500,4260,4595,4311,4280,0,"Boy, 9, commits suicide after coming out as gay, being bullied by classmates: mom"
2678,150000,2,1,2,37,1,-2,-1,0,0,0,0,0,584,596,596,0,0,584,12,0,0,0,0,NIRSAL develops transport model to curb cost of agric products
2679,200000,2,2,2,43,0,0,0,0,0,0,180680,184436,188181,190775,196449,192085,8155,8302,7225,10153,6987,5262,0,Cuomo signs executive order reinstating speed cameras in school zones
2680,20000,1,2,2,40,0,0,0,0,0,-2,45429,47961,49562,4410,0,0,2819,2420,88,0,0,0,0,NYT Spotlights Westport's A.E. Hotchner &amp
2681,170000,2,3,1,36,0,0,0,0,0,0,85780,80568,79823,79335,79506,80252,2906,3002,3000,3000,3500,3000,0,Bhima-Koregaon violence: EFLU professor recounts police raid horror
2682,150000,2,1,2,34,-1,-1,-2,-1,0,-1,900,0,0,740,740,545,0,0,740,0,545,550,0,Python discovered under hood of Wisconsin motorist's SUV
2683,160000,1,2,2,30,-1,-1,-1,-1,-1,-1,632,0,632,316,0,316,0,632,316,0,316,316,0,Cuomo approves random drug testing for school bus drivers
2684,280000,2,1,2,32,-1,-1,-1,-1,-1,-1,45536,11509,2110,2121,6789,14959,11509,5000,2121,6789,14959,16067,0,Man arrested following pursuit in Bolton
2685,60000,1,1,1,42,2,0,0,0,0,2,39986,41036,42449,43243,48537,47606,2000,2100,1800,6000,0,2000,1,Twarit Vishwa: Fire breaks out in Melbourne\'s Godown
2686,100000,1,3,1,44,0,0,0,0,0,0,39649,43608,46899,47447,48035,40484,5000,5000,1554,1595,1686,1200,0,Ryanair gets another union on board as Italian pilots back deal
2687,360000,1,2,2,48,0,0,0,0,0,-2,68032,63174,44536,80570,8333,8325,4500,3000,50000,8400,8325,12967,0,"Hononegah favored, but parity abounds in NIC-10"
2688,500000,2,1,1,44,-2,-1,0,0,0,-1,71921,367979,294969,189612,128459,167105,368199,6486,234,90,167116,372495,0,Woman Slain In Shooting After South Shore Traffic Altercation
2689,290000,2,1,2,30,0,0,0,0,0,0,284239,284692,230891,232778,235004,226959,11000,10000,8000,10000,8000,7500,1,Chucky's Back: Raiders excited for Gruden's return
2690,160000,2,1,2,31,-2,-2,-2,-1,-1,-1,0,0,0,150,150,150,0,0,150,150,150,178,0,"Incident and Emergency Management Market to Eyewitness Massive Growth by 2025: Leading Key Players: Siemens AG, Motorola Solutions, Lockheed Martin Corporation"
2691,50000,1,2,1,47,0,0,0,0,0,0,22923,23264,23879,23960,24067,24253,1400,1400,850,871,974,962,0,Treat yourself: Menus released for Wakefield's first restaurant week
2692,250000,2,2,1,35,0,0,0,0,0,0,27107,36565,39711,47523,52726,57649,10000,10000,10000,6000,6000,5000,0,"John McCain, war hero, political maverick and GOP standard-bearer, dies at 81"
2693,350000,1,1,1,42,-1,-1,-1,-1,-1,-1,3800,3138,4150,3750,1362,8210,3138,4160,3750,2272,8210,9731,0,"Edge & Christian On Roman Reigns Vs. Brock Lesnar WWE SummerSlam Main Event, Lesnar's Schedule"
2694,100000,2,2,1,22,0,0,0,0,0,0,99415,101507,99511,99813,95816,96884,4600,3478,3461,3461,3684,3510,0,A slap from McCain to Putin will arrive September 1
2695,30000,1,2,2,33,1,2,0,0,0,0,31956,30425,30615,29304,28996,28970,0,1753,1200,1041,1194,1100,0,We've no flats in Cantonments - UNDP
2696,450000,2,1,1,36,1,-1,-1,-2,-2,-2,0,2500,2500,0,0,0,2500,2500,0,0,0,0,0,"Consumer spending is keeping retailers healthy, but for how long?"
2697,20000,2,3,2,40,-1,-1,0,0,0,0,9755,894,5625,9625,12625,0,894,5000,4000,3000,0,0,0,Tom Brady Hung Up on a Reporter Who Asked About His Personal Trainer
2698,30000,2,3,2,26,0,0,0,0,0,0,28063,29304,28047,26840,28271,28134,1700,1407,1200,2000,2000,1000,0,State health officials have confirmed a case of measles
2699,150000,2,3,2,47,0,0,0,2,0,0,103226,64671,64293,58024,59230,54638,2627,4123,0,1304,1338,376,0,Prep roundup (8/24): Huskies sweep first night of action at Sprawl
2700,30000,1,2,1,36,1,3,2,0,0,0,22327,21696,21054,21315,21623,22261,0,0,908,800,1000,1809,0,"Manchester United's Paul Pogba puzzled by 'bizarre, undeserved' Tottenham defeat"
2701,10000,1,3,2,23,0,0,0,0,0,0,6001,4308,3421,3615,4402,5173,2000,1500,400,1000,1000,500,0,EQAO: Less than half of Ontario Grade 6 math students make the grade - The Globe and Mail
2702,50000,2,3,2,47,0,0,0,0,2,0,17569,18592,19621,21748,21262,21682,1613,1642,2769,0,923,950,0,Coronation Street Spoiler: Sally's mate Paula snogs Sophie
2703,50000,2,1,2,22,0,-1,-1,-1,-1,-1,4124,1070,0,1217,3766,381,1070,0,1217,3766,381,1980,0,Trump threw China under the bus and blamed it for derailing talks with North Korea ' here's why that doesn't make any sense
2704,130000,2,2,2,23,2,2,2,0,0,0,6271,6871,7599,9459,10303,11128,1500,1000,2000,1000,1000,1000,0,SA terror accused was looking for aid work
2705,50000,2,3,2,22,0,0,0,0,0,0,47066,45132,47756,28275,28082,28846,2300,3862,2000,1100,1500,1100,0,"Sen. John McCain To Discontinue Medical Treatment, Family Says"
2706,180000,2,2,2,25,0,0,0,0,0,0,177633,139415,136942,114632,117808,120302,5203,30023,10024,10000,4458,5000,0,Florida candidates spar over guns in wake of mass shooting
2707,30000,1,2,1,47,2,2,2,0,0,0,24081,29818,28966,26902,25426,26799,6155,0,1030,1049,5000,482,1,12' T-Fal Ultimate Hard Anodized Saute Pan $16.99 ~ Amazon or Walmart
2708,60000,2,2,2,24,0,0,0,0,0,0,29717,28208,21372,18746,16745,16544,2076,1500,1500,689,2000,2983,0,Inspired Style with Kate Wells
2709,200000,1,1,2,26,0,0,0,0,0,0,16811,21290,20207,23858,33236,33337,5023,4007,5001,10020,5073,5064,0,Pope Francis says divorce has become fashionable
2710,30000,2,3,2,23,0,0,-1,-1,-1,0,18292,18450,390,390,780,780,1000,390,390,780,0,0,0,"World: Trump reaches revised trade deal with Mexico, threatening to leave out Canada"
2711,320000,2,2,2,36,0,0,0,0,0,0,262613,164486,169691,188527,145676,135254,10043,15005,21640,5004,11628,20020,0,NEWS: Yasuaki Ishizaka Appointed Chairman and Managing Director of Sotheby's Japan
